-0.998720379120057,голосів виборців за Януковича,голосів виборців за Тимошенко
0.99736190649622,голосів виборців за Свободу,голосів населення за Свободу
0.996807685651591,сальдо експорту-імпорту товарів,сальдо експорту-імпорту товарів та послуг
0.992402953780679,священників УГКЦ,католицьких священників
0.989684668341946,церков УГКЦ,католицьких церков
0.988942779488254,голосів виборців за Тимошенко,голосів населення за Тимошенко
0.988834947455564,голосів виборців за Януковича,голосів населення за Януковича
0.984205424618869,церков УГКЦ,священників УГКЦ
-0.983677356758839,голосів виборців за Тимошенко,голосів населення за Януковича
-0.983603294674413,голосів виборців за Януковича,голосів населення за Тимошенко
0.982478358626144,католицьких церков,католицьких священників
-0.982443409876747,населення з українською рідною,населення з російською рідною
0.981563864501809,церков УГКЦ,католицьких священників
0.980403451278245,"церков УПЦ КП, УАПЦ, УГКЦ, РКЦ","священників УПЦ КП, УАПЦ, УГКЦ, РКЦ"
0.978982332698174,злочинів,крадіжок та грабежів
0.978061780004788,імпорт послуг,імпорт товарів
0.977759158554218,голосів виборців за Партію регіонів,голосів населення за Партію регіонів
0.971919043103079,голосів виборців за Партію регіонів,голосів населення за Януковича
0.969596985748945,голосів виборців за Партію регіонів,голосів виборців за Януковича
0.968558128627607,населення з українською рідною,українців
0.968142396472165,священників УГКЦ,католицьких церков
0.965015618120764,голосів населення за Партію регіонів,голосів населення за Януковича
0.96434019311662,злочинів,тяжких злочинів
-0.963339257908835,голосів виборців за Партію регіонів,голосів виборців за Тимошенко
0.962011738362957,голосів виборців за УДАР,голосів населення за УДАР
0.961810475756376,голосів виборців за Тимошенко,голосів населення за Батьківщину
-0.961320123638427,голосів виборців за Януковича,голосів населення за Батьківщину
-0.960752858648067,українців,росіян
0.958469195580869,церков УПЦ КП,священників УПЦ КП
0.95768360452077,церков УАПЦ,священників УАПЦ
-0.955636125620876,голосів населення за Януковича,голосів населення за Тимошенко
0.954913465174939,церков РКЦ,священників РКЦ
0.95437015847303,повнолітніх злочинців,"злочинів, скоєних раніше судимими"
0.95042924709709,голосів населення за Батьківщину,голосів населення за Тимошенко
0.949340712859658,смертей від ВІЛ,поширеність ВІЛ
-0.949188887026732,голосів виборців за Партію регіонів,голосів населення за Тимошенко
0.948612655877333,імпорт послуг,щільність населення
0.946706277489853,тяжких злочинів,крадіжок та грабежів
-0.943706802941226,населення з українською рідною,росіян
-0.942770827368458,голосів населення за Батьківщину,голосів населення за Януковича
0.939701393746069,населення з російською рідною,росіян
0.939202026721373,голосів виборців за Януковича,голосів населення за Партію регіонів
0.933349005855376,технологічна конкурентоспроможність,користувачів інтернету
0.93314940426241,католицьких церков,"церков УПЦ КП, УАПЦ, УГКЦ, РКЦ"
0.930714889992222,голосів виборців за Свободу,"священників УПЦ КП, УАПЦ, УГКЦ, РКЦ"
0.930602025920658,ВРП,імпорт послуг
-0.930071700925539,голосів виборців за Тимошенко,голосів населення за Партію регіонів
0.930026726167756,середня зарплата,ВРП
0.928789974713075,активних підприємств,експорт послуг
-0.928595517964193,смертність,природній приріст населення
0.928350454725458,"священників УПЦ КП, УАПЦ, УГКЦ, РКЦ",голосів населення за Свободу
-0.928215511928867,населення з російською рідною,українців
0.926622358622863,католицьких священників,"церков УПЦ КП, УАПЦ, УГКЦ, РКЦ"
0.925113706692815,імпорт товарів,щільність населення
0.923599121519967,експорт послуг,імпорт послуг
0.921649918116759,експорт послуг,імпорт товарів
0.921321682764203,католицьких священників,"священників УПЦ КП, УАПЦ, УГКЦ, РКЦ"
0.91892579244538,експорт послуг,користувачів інтернету
0.916437902660011,церков УГКЦ,"церков УПЦ КП, УАПЦ, УГКЦ, РКЦ"
-0.916263604591934,голосів виборців за Партію регіонів,голосів населення за Батьківщину
0.916144753969096,"церков УПЦ КП, УАПЦ, УГКЦ, РКЦ",голосів населення за Свободу
-0.914093118072886,"учнів, що задовільно здали ЗНО з англійської","учнів, що добре здали ЗНО з англійської"
0.913642281215452,активних підприємств,активних промислових підприємств
0.912976019696542,священників УГКЦ,"священників УПЦ КП, УАПЦ, УГКЦ, РКЦ"
0.911273230663838,населення з російською рідною,голосів населення за Януковича
-0.910986357713172,голосів населення за Партію регіонів,голосів населення за Тимошенко
0.909602662950481,голосів виборців за Свободу,"церков УПЦ КП, УАПЦ, УГКЦ, РКЦ"
0.909209888704773,"учнів, що відмінно здали ЗНО з математики","учнів, що відмінно здали ЗНО з фізики"
0.907883022816704,щільність населення,мобільних абонентів
0.907792900862277,експорт послуг,щільність населення
0.905605031872283,священників УГКЦ,"церков УПЦ КП, УАПЦ, УГКЦ, РКЦ"
0.904896668751424,народжуваність,природній приріст населення
0.902066714088045,голосів виборців за КПУ,голосів виборців за Януковича
-0.901693240380048,голосів виборців за КПУ,голосів виборців за Тимошенко
0.900395474428708,ВРП,імпорт товарів
0.900335945972292,католицьких церков,"священників УПЦ КП, УАПЦ, УГКЦ, РКЦ"
0.900180257908993,церков УПЦ МП,православних церков
0.898661027610111,активних підприємств,користувачів інтернету
0.898130231013018,священників християн-баптистів,протестанських священників
0.897679912158304,церков УГКЦ,"священників УПЦ КП, УАПЦ, УГКЦ, РКЦ"
0.89732227288356,ВРП,користувачів інтернету
0.896500387158837,експорт послуг,технологічна конкурентоспроможність
0.896407684650721,населення з російською рідною,голосів виборців за Януковича
0.895794770149539,загальна конкурентоспроможність,технологічна конкурентоспроможність
0.895771165027671,населення з українською рідною,голосів населення за Батьківщину
0.89486150626007,священників УПЦ МП,православних священників
-0.894554593345218,населення з українською рідною,голосів виборців за Януковича
0.894495263456426,голосів виборців за КПУ,голосів населення за Януковича
-0.892606098661302,населення з російською рідною,голосів населення за Батьківщину
-0.891515512840644,населення з українською рідною,голосів населення за Януковича
-0.891218682943865,"учнів, що задовільно здали ЗНО з російської","учнів, що добре здали ЗНО з російської"
-0.890516830014787,населення з українською рідною,голосів виборців за Партію регіонів
-0.888304576578089,населення з російською рідною,голосів виборців за Тимошенко
0.888153280983386,населення з українською рідною,голосів виборців за Тимошенко
0.887763700970824,активних підприємств,щільність населення
0.887603926608432,голосів виборців за КПУ,голосів населення за КПУ
0.886569432320456,імпорт послуг,користувачів інтернету
0.883673428611097,імпорт послуг,мобільних абонентів
0.883579044243758,злочинів з наркотиками,повнолітніх злочинців
0.883108357739478,ВРП,технологічна конкурентоспроможність
0.882311472610292,населення з російською рідною,голосів виборців за Партію регіонів
0.882206799441457,імпорт товарів,користувачів інтернету
0.880956144741128,активних підприємств,імпорт послуг
0.87739845481333,активних промислових підприємств,користувачів інтернету
0.876970055864136,церков УПЦ МП,священників УПЦ МП
0.874278650252578,імпорт послуг,технологічна конкурентоспроможність
0.87415118650946,експорт послуг,мобільних абонентів
-0.874127352658224,голосів виборців за КПУ,голосів населення за Тимошенко
0.873924624317293,голосів виборців за Батьківщину,голосів населення за Батьківщину
-0.873557447413337,голосів населення за Партію регіонів,голосів населення за Батьківщину
0.872967683210484,православних церков,православних священників
-0.872939076457192,містян,церков
0.872824363718684,середня зарплата,імпорт послуг
0.872385226705579,активних підприємств,імпорт товарів
0.870516901494568,середня зарплата,експорт послуг
0.870408063871533,конкурентоспроможність інфраструктури,користувачів інтернету
0.870049540668887,конкурентоспроможність інфраструктури,технологічна конкурентоспроможність
0.869414223833278,ВРП,експорт товарів
0.869274479123407,середня зарплата,технологічна конкурентоспроможність
0.866372617452472,населення з українською рідною,голосів населення за Тимошенко
0.865338839638367,імпорт товарів,технологічна конкурентоспроможність
0.858975537345625,населення з російською рідною,злочинів
0.857720601522029,смертей від побоїв,голосів виборців за КПУ
0.854692993392896,священників п'ятидесятників,протестанських священників
0.854265689196991,активних підприємств,мобільних абонентів
0.853819042832184,населення з російською рідною,голосів населення за Партію регіонів
0.853437169536035,активних підприємств,технологічна конкурентоспроможність
0.853090250307671,імпорт товарів,мобільних абонентів
-0.851786120248104,"учнів, що задовільно здали ЗНО з української","учнів, що відмінно здали ЗНО з української"
0.850579736219877,середня зарплата,користувачів інтернету
-0.850389002663916,"учнів, що задовільно здали ЗНО з математики","учнів, що відмінно здали ЗНО з математики"
0.84922404243734,католицьких священників,голосів населення за Свободу
0.849182920877684,церков християн-баптистів,протестанських церков
0.8486084081103,голосів виборців за Свободу,католицьких священників
-0.848323132880126,голосів виборців за КПУ,голосів населення за Батьківщину
-0.847890220578513,населення з російською рідною,голосів населення за Тимошенко
0.846999855804807,злочинів з наркотиками,"злочинів, скоєних раніше судимими"
0.846708701050007,ВРП,експорт послуг
-0.845401311674597,"учнів, що відмінно здали ЗНО з математики","учнів, що задовільно здали ЗНО з фізики"
0.844747847318807,церков УПЦ КП,голосів населення за Тимошенко
0.844083767633638,активних промислових підприємств,імпорт товарів
0.843950801140101,загальна конкурентоспроможність,конкурентоспроможність розміру ринку
0.843771856913545,смертей від побоїв,вбивств
-0.843565017940374,населення з українською рідною,голосів населення за Партію регіонів
0.842891178861524,активних промислових підприємств,технологічна конкурентоспроможність
0.842762096659224,ВРП,загальна конкурентоспроможність
0.841821498059052,розлучуваність,злочинів
0.841666239334734,голосів виборців за Свободу,священників УГКЦ
0.841652626825809,щільність населення,"учнів, що відмінно здали ЗНО з фізики"
0.841449402491043,священників УГКЦ,голосів населення за Свободу
0.841420694984355,загальна конкурентоспроможність,користувачів інтернету
-0.840885090643157,голосів населення за УДАР,голосів населення за Януковича
0.840595426792555,середня зарплата,конкурентоспроможність інфраструктури
0.839800774152683,активних промислових підприємств,експорт послуг
0.839561609738497,загальна конкурентоспроможність,конкурентоспроможність інфраструктури
0.83951467946268,середня зарплата,імпорт товарів
0.838890262819051,активних промислових підприємств,імпорт послуг
-0.838430991300764,голосів виборців за Батьківщину,голосів населення за Януковича
0.838051698739516,ВРП,щільність населення
0.837425690664052,священників,протестанських священників
0.837316172466378,повнолітніх злочинців,голосів населення за КПУ
0.836899840322427,церков УГКЦ,голосів населення за Свободу
0.836578306971294,містян,розлучуваність
0.836088830551893,населення з російською рідною,голосів виборців за КПУ
0.836074682063388,активних підприємств,патентів
-0.833590529193036,голосів виборців за Батьківщину,голосів виборців за Януковича
0.832874007024827,експорт послуг,конкурентоспроможність інфраструктури
-0.832065610150427,"учнів, що задовільно здали ЗНО з фізики","учнів, що відмінно здали ЗНО з фізики"
-0.831991817041424,населення з українською рідною,злочинів
0.831703533789204,католицьких церков,голосів населення за Свободу
-0.831224067431542,населення з російською рідною,голосів виборців за Батьківщину
0.831108903593079,священників,священників п'ятидесятників
0.829666743464736,активних підприємств,"учнів, що відмінно здали ЗНО з математики"
0.829210201196006,голосів виборців за Партію регіонів,голосів виборців за КПУ
0.828958876090038,смертей від побоїв,голосів населення за Януковича
0.828869818075814,щільність населення,користувачів інтернету
0.828865498001429,середня зарплата,загальна конкурентоспроможність
0.828511004375228,голосів виборців за Свободу,церков УГКЦ
0.827661430003741,населення з російською рідною,тяжких злочинів
-0.82750065457731,голосів виборців за Партію регіонів,голосів населення за УДАР
-0.827466927659459,"учнів, що задовільно здали ЗНО з української","учнів, що добре здали ЗНО з української"
0.827315419513595,середня зарплата,активних підприємств
0.826907015088808,щільність населення,"учнів, що відмінно здали ЗНО з математики"
0.825685109072738,голосів виборців за Тимошенко,церков УПЦ КП
0.825409432931253,голосів виборців за Батьківщину,голосів виборців за Тимошенко
0.825219379405631,священників УПЦ КП,церков п'ятидесятників
0.824808021939636,середня зарплата,експорт товарів
0.824746387050931,голосів населення за КПУ,голосів населення за Януковича
0.822983268916208,голосів виборців за Свободу,католицьких церков
0.822979629329674,ВРП,активних промислових підприємств
0.822929764018875,голосів виборців за КПУ,повнолітніх злочинців
-0.822852613470303,голосів виборців за Януковича,голосів населення за УДАР
0.822603891753251,технологічна конкурентоспроможність,патентів
0.82203282550409,смертей від побоїв,голосів виборців за Януковича
0.821935607458091,голосів виборців за Свободу,голосів населення за Тимошенко
0.821512955988,ВРП,активних підприємств
0.821305381388206,повнолітніх злочинців,голосів населення за Януковича
-0.821231367590004,населення з російською рідною,голосів населення за УДАР
0.82094335482528,патентів,"учнів, що відмінно здали ЗНО з математики"
0.820824548102779,"учнів, що відмінно здали ЗНО з англійської","учнів, що відмінно здали ЗНО з математики"
0.819719063453124,голосів населення за Свободу,голосів населення за Тимошенко
-0.819675955767363,розлучуваність,церков
-0.819319739655415,смертей від побоїв,голосів виборців за Тимошенко
0.818493441865605,технологічна конкурентоспроможність,мобільних абонентів
0.817601275245728,щільність населення,технологічна конкурентоспроможність
-0.817348727516092,голосів виборців за Партію регіонів,голосів виборців за Батьківщину
0.816829249391078,користувачів інтернету,мобільних абонентів
0.816498791710183,ВРП,конкурентоспроможність розміру ринку
0.816427995661622,церков,священників
0.816245728713476,щільність населення,патентів
0.815651816175446,смертність,самогубств
0.814439337281575,середня зарплата,активних промислових підприємств
0.813972931203347,середня зарплата,щільність населення
0.813380548566647,активних промислових підприємств,патентів
0.813106706076566,тяжких злочинів,вбивств
0.812426727724655,українців,голосів населення за Батьківщину
0.811931391409465,активних промислових підприємств,щільність населення
0.811357631242851,голосів виборців за КПУ,злочинів
-0.810847610349023,голосів виборців за Януковича,церков УПЦ КП
0.810830285268754,розлучуваність,крадіжок та грабежів
0.810527174620438,населення з українською рідною,голосів виборців за Батьківщину
0.810336675298131,експорт послуг,сальдо експорту-імпорту послуг
0.81005184906092,церков УПЦ КП,голосів населення за Батьківщину
0.809475690968415,мобільних абонентів,патентів
-0.808891353817438,українців,голосів виборців за Януковича
-0.808728576456519,українців,злочинів
0.807600071658154,населення з російською рідною,крадіжок та грабежів
0.805891145328026,голосів виборців за Януковича,голосів населення за КПУ
-0.805660492303621,населення з українською рідною,тяжких злочинів
-0.805634662200906,українців,голосів виборців за Партію регіонів
-0.804310355041257,голосів населення за Партію регіонів,голосів населення за УДАР
-0.804309340353518,голосів виборців за Тимошенко,голосів населення за КПУ
0.803313463840022,українців,голосів виборців за Тимошенко
-0.802609725505386,українців,тяжких злочинів
0.802044703342395,росіян,злочинів
0.801808277288163,голосів виборців за КПУ,тяжких злочинів
0.801690927082118,голосів виборців за КПУ,голосів населення за Партію регіонів
0.801489507822174,активних промислових підприємств,"учнів, що відмінно здали ЗНО з математики"
0.801472383331798,розлучуваність,тяжких злочинів
0.801419017932578,церков,церков УПЦ КП
-0.80095139446888,голосів виборців за Тимошенко,повнолітніх злочинців
-0.800871605913267,голосів виборців за КПУ,голосів населення за УДАР
-0.800360759483165,голосів виборців за Тимошенко,злочинів
